iter	Passed	Remaining
521	1413	1293
522	1415	1290
523	1417	1287
524	1420	1284
525	1422	1282
526	1424	1278
527	1427	1275
528	1429	1272
529	1431	1269
530	1434	1266
531	1440	1266
532	1442	1263
533	1444	1260
534	1447	1257
535	1449	1254
536	1451	1251
537	1454	1248
538	1457	1246
539	1459	1243
540	1462	1240
541	1471	1243
542	1474	1241
543	1477	1238
544	1507	1258
545	1510	1255
546	1512	1252
547	1516	1251
548	1519	1248
549	1521	1244
550	1524	1242
551	1534	1245
552	1536	1242
553	1538	1238
554	1542	1236
555	1545	1234
556	1548	1231
557	1553	1230
558	1557	1228
559	1564	1229
560	1566	1226
561	1569	1223
562	1571	1219
563	1576	1218
564	1579	1215
565	1581	1212
566	1583	1209
567	1585	1206
568	1589	1203
569	1592	1201
570	1594	1197
571	1596	1194
572	1598	1191
573	1602	1189
574	1604	1186
575	1609	1184
576	1610	1181
577	1612	1177
578	1614	1174
579	1616	1170
580	1618	1167
581	1622	1165
582	1624	1162
583	1627	1159
584	1629	1155
585	1631	1152
586	1634	1149
587	1637	1147
588	1641	1145
589	1643	1142
590	1645	1138
591	1648	1136
592	1651	1133
593	1655	1131
594	1657	1128
595	1660	1125
596	1669	1127
597	1675	1126
598	1677	1123
599	1681	1120
600	1686	1119
601	1689	1116
602	1691	1113
603	1693	1110
604	1695	1106
605	1696	1103
606	1701	1101
607	1703	1098
608	1704	1094
609	1706	1091
610	1708	1087
611	1710	1084
612	1711	1080
613	1716	1078
614	1718	1075
615	1720	1072
616	1721	1068
617	1723	1065
618	1725	1061
619	1727	1058
620	1731	1056
621	1733	1053
622	1735	1049
623	1736	1046
624	1738	1043
625	1740	1039
626	1742	1036
627	1746	1034
628	1748	1031
629	1750	1027
630	1752	1024
631	1754	1021
632	1756	1018
633	1758	1015
634	1760	1012
635	1763	1009
636	1765	1006
637	1767	1002
638	1770	999
639	1772	997
640	1775	994
641	1778	991
642	1780	988
643	1783	985
644	1785	982
645	1787	979
646	1790	977
647	1792	973
648	1794	970
649	1796	967
650	1797	963
651	1800	960
652	1801	957
653	1806	955
654	1808	952
655	1813	950
656	1815	947
657	1817	944
658	1820	942
659	1822	939
660	1825	936
661	1827	932
662	1830	930
663	1834	928
664	1837	925
665	1839	922
666	1841	919
667	1843	916
668	1844	912
669	1846	909
670	1849	906
671	1851	903
672	1853	900
673	1854	897
674	1856	893
675	1858	890
676	1860	887
677	1862	884
678	1866	882
679	1868	879
680	1870	876
681	1873	873
682	1875	870
683	1877	867
684	1881	864
685	1882	861
686	1884	858
687	1886	855
688	1888	852
689	1889	849
690	1891	845
691	1896	843
692	1897	840
693	1899	837
694	1901	834
695	1903	831
696	1905	828
697	1907	825
698	1911	822
699	1913	819
700	1914	816
701	1916	813
702	1918	810
703	1920	807
704	1925	805
705	1927	802
706	1929	799
707	1930	796
708	1932	793
709	1934	790
710	1936	786
711	1939	784
712	1941	781
713	1943	778
714	1945	775
715	1947	772
716	1949	769
717	1951	766
718	1954	764
719	1956	760
720	1958	757
721	1960	754
722	1962	751
723	1963	748
724	1965	745
725	1968	742
726	1970	740
727	1975	738
728	1978	735
729	1980	732
730	1985	730
731	1987	727
732	1989	724
733	1990	721
734	1992	718
735	1994	715
736	1996	712
737	2000	710
738	2002	707
739	2003	704
740	2005	701
741	2007	697
742	2010	695
743	2012	692
744	2015	689
745	2017	687
746	2019	683
747	2021	681
748	2023	678
749	2025	675
750	2027	672
751	2031	669
752	2033	666
753	2034	663
754	2036	660
755	2038	657
756	2040	654
757	2042	651
758	2045	649
759	2047	646
760	2049	643
761	2051	640
762	2053	637
763	2055	634
764	2057	631
765	2062	630
766	2065	627
767	2068	624
768	2071	622
769	2073	619
770	2075	616
771	2078	613
772	2080	610
773	2082	608
774	2084	605
775	2088	602
776	2090	599
777	2092	596
778	2094	594
779	2095	591
780	2097	588
781	2099	585
782	2101	582
783	2105	580
784	2107	577
785	2110	574
786	2112	571
787	2114	568
788	2116	566
789	2119	563
790	2121	560
791	2123	557
792	2125	554
793	2127	551
794	2128	548
795	2130	546
796	2134	543
797	2136	540
798	2137	537
799	2139	534
800	2141	532
801	2143	529
802	2145	526
803	2147	523
804	2149	520
805	2152	518
806	2154	515
807	2156	512
808	2159	509
809	2160	506
810	2166	504
811	2168	502
812	2171	499
813	2173	496
814	2175	493
815	2176	490
816	2180	488
817	2182	485
818	2184	482
819	2186	480
820	2188	477
821	2190	474
822	2192	471
823	2195	468
824	2197	466
825	2199	463
826	2201	460
827	2202	457
828	2204	454
829	2206	451
830	2211	449
831	2213	446
832	2215	444
833	2217	441
834	2219	438
835	2220	435
836	2222	432
837	2226	430
838	2228	427
839	2230	424
840	2232	422
841	2234	419
842	2236	416
843	2238	413
844	2240	410
845	2242	408
846	2243	405
847	2245	402
848	2247	399
849	2249	396
850	2251	394
851	2255	391
852	2257	389
853	2259	386
854	2262	383
855	2264	380
856	2266	378
857	2271	375
858	2273	373
859	2274	370
860	2276	367
861	2278	364
862	2280	362
863	2286	359
864	2288	357
865	2289	354
866	2291	351
867	2293	348
868	2295	346
869	2297	343
870	2300	340
871	2302	337
872	2304	335
873	2307	332
874	2309	329
875	2311	327
876	2315	324
877	2316	321
878	2318	319
879	2320	316
880	2322	313
881	2324	310
882	2326	308
883	2328	305
884	2330	302
885	2332	300
886	2334	297
887	2336	294
888	2338	291
889	2340	289
890	2341	286
891	2345	284
892	2348	281
893	2350	278
894	2353	276
895	2355	273
896	2359	270
897	2361	268
898	2363	265
899	2365	262
900	2367	260
901	2369	257
902	2370	254
903	2372	251
904	2374	249
905	2376	246
906	2378	243
907	2380	241
908	2382	238
909	2384	235
910	2388	233
911	2390	230
912	2392	227
913	2394	225
914	2396	222
915	2398	219
916	2400	217
917	2403	214
918	2407	212
919	2408	209
920	2410	206
921	2412	204
922	2414	201
923	2416	198
924	2420	196
925	2422	193
926	2424	190
927	2426	188
928	2427	185
929	2430	182
930	2434	180
931	2436	177
932	2439	175
933	2443	172
934	2444	169
935	2446	167
936	2450	164
937	2452	162
938	2454	159
939	2456	156
940	2458	154
941	2460	151
942	2461	148
943	2466	146
944	2468	143
945	2470	141
946	2472	138
947	2474	135
948	2476	133
949	2480	130
950	2482	127
951	2484	125
952	2486	122
953	2489	120
954	2491	117
955	2495	114
956	2497	112
957	2499	109
958	2503	107
959	2505	104
960	2507	101
961	2511	99
962	2513	96
963	2515	93
964	2517	91
965	2519	88
966	2520	86
967	2522	83
968	2526	80
969	2528	78
970	2530	75
971	2532	72
972	2534	70
973	2536	67
974	2538	65
975	2541	62
976	2544	59
977	2546	57
978	2549	54
979	2551	52
980	2553	49
981	2557	46
982	2559	44
983	2561	41
984	2563	39
985	2565	36
986	2567	33
987	2569	31
988	2573	28
989	2575	26
990	2577	23
991	2579	20
992	2581	18
993	2583	15
994	2586	12
995	2588	10
996	2590	7
997	2591	5
998	2593	2
999	2595	0
